,disease,occurrences,symptoms
1367,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0042963_vomiting
1368,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0694547_systolic ejection murmur
1369,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0027497_nausea
1370,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0235250_hyperemesis
1371,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0085602_polydypsia
1372,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0032617_polyuria
1373,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0042963_vomiting
1374,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0027497_nausea
1375,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0000737_pain abdominal
1376,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0443260_milky
1377,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0235129_feeling strange
1378,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0232517_gurgle
1379,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0027769_nervousness
1380,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0232498_abdominal tenderness
1381,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0232605_regurgitates after swallowing
1382,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0344232_vision blurred
1383,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0152032_urinary hesitation
1384,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0011991_diarrhea
1385,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0036572_seizure
1386,UMLS:C0011880_ketoacidosis  diabetic,93,UMLS:C0236018_aura
1387,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0013144_drowsiness
1388,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0542073_lip smacking
1389,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0027066_myoclonus
1390,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0040822_tremor
1391,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0751466_phonophobia
1392,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0522336_rolling of eyes
1393,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0234450_sleepy
1394,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0019572_hirsutism
1395,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0554980_moody
1396,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0231530_muscle twitch
1397,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0241526_unresponsiveness
1398,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0018681_headache
1399,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0002416_ambidexterity
1400,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0424530_absences finding
1401,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0037763_spasm
1402,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0043096_decreased body weight
1403,UMLS:C0014549_tonic-clonic  epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C1269955_tumor cell invasion
1404,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0232118_pulsus paradoxus
1405,UMLS:C0006826_malignant  neoplasms,90,UMLS:C1291692_gravida 10
1406,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0577559_mass of body structure
1407,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0221198_lesion
1408,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0018834_heartburn
1409,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0028081_night sweat
1410,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0205400_thicken
1411,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0085593_chill
1412,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0029053_decreased translucency
1413,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0000737_pain abdominal
1414,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0541911_dullness
1415,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0149696_food intolerance
1416,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0476273_distress respiratory
1417,UMLS:C0006826_malignant  neoplasms,90,UMLS:C0020649_hypotension
1418,UMLS:C1145670_respiratory  failure,90,UMLS:C0018991_hemiplegia
1419,UMLS:C1145670_respiratory  failure,90,UMLS:C0037384_snore
1420,UMLS:C1145670_respiratory  failure,90,UMLS:C0241526_unresponsiveness
1421,UMLS:C1145670_respiratory  failure,90,UMLS:C0239134_productive cough
1422,UMLS:C1145670_respiratory  failure,90,UMLS:C0013404_dyspnea
1423,UMLS:C1145670_respiratory  failure,90,UMLS:C0231835_tachypnea
1424,UMLS:C1145670_respiratory  failure,90,UMLS:C0020461_hyperkalemia
1425,UMLS:C1145670_respiratory  failure,90,UMLS:C0086439_hypokinesia
1426,UMLS:C1145670_respiratory  failure,90,UMLS:C0232201_sinus rhythm
1427,UMLS:C1145670_respiratory  failure,90,UMLS:C0427108_general unsteadiness
1428,UMLS:C1145670_respiratory  failure,90,UMLS:C0006318_bruit
1429,UMLS:C1145670_respiratory  failure,90,UMLS:C0239110_consciousness clear
1430,UMLS:C1145670_respiratory  failure,90,UMLS:C0392680_shortness of breath
1431,UMLS:C1145670_respiratory  failure,90,UMLS:C0221198_lesion
1432,UMLS:C1145670_respiratory  failure,90,UMLS:C0332575_redness
1433,UMLS:C0025202_melanoma,87,UMLS:C0577559_mass of body structure
1434,UMLS:C0025202_melanoma,87,UMLS:C0221166_paraparesis
1435,UMLS:C0025202_melanoma,87,UMLS:C0015967_fever
1436,UMLS:C0025202_melanoma,87,UMLS:C0232995_gravida 0
1437,UMLS:C0025202_melanoma,87,UMLS:C0030193_pain
1438,UMLS:C0025202_melanoma,87,UMLS:C0033774_pruritus
1439,UMLS:C0025202_melanoma,87,UMLS:C0024103_mass in breast
1440,UMLS:C0025202_melanoma,87,UMLS:C0042963_vomiting
1441,UMLS:C0025202_melanoma,87,UMLS:C0011991_diarrhea
1442,UMLS:C0017160_gastroenteritis,87,UMLS:C0000737_pain abdominal
1443,UMLS:C0017160_gastroenteritis,87,UMLS:C0476287_breath-holding spell
1444,UMLS:C0017160_gastroenteritis,87,UMLS:C0027497_nausea
1445,UMLS:C0017160_gastroenteritis,87,UMLS:C0043096_decreased body weight
1446,UMLS:C0017160_gastroenteritis,87,UMLS:C0234233_sore to touch
1447,UMLS:C0017160_gastroenteritis,87,UMLS:C0240962_scleral icterus
1448,UMLS:C0017160_gastroenteritis,87,UMLS:C0015967_fever
1449,UMLS:C0017160_gastroenteritis,87,UMLS:C0231528_myalgia
1450,UMLS:C0017160_gastroenteritis,87,UMLS:C0020625_hyponatremia
1451,UMLS:C0017160_gastroenteritis,87,UMLS:C0232602_retch
1452,UMLS:C0017160_gastroenteritis,87,UMLS:C0577559_mass of body structure
1453,UMLS:C0017160_gastroenteritis,87,UMLS:C0043096_decreased body weight
1454,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0221198_lesion
1455,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0010200_cough
1456,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0034079_lung nodule
1457,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0392680_shortness of breath
1458,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0019079_haemoptysis
1459,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0742985_debilitation
1460,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0232517_gurgle
1461,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0234238_ache
1462,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0034642_rale
1463,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0028081_night sweat
1464,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0029053_decreased translucency
1465,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0004093_asthenia
1466,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C1513183_metastatic lesion
1467,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0085631_agitation
1468,UMLS:C0242379_malignant  neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0022107_irritable mood
1469,UMLS:C0024713_manic  disorder,85,UMLS:C0455769_energy increased
1470,UMLS:C0024713_manic  disorder,85,UMLS:C0438696_suicidal
1471,UMLS:C0024713_manic  disorder,85,UMLS:C0917799_hypersomnia
1472,UMLS:C0024713_manic  disorder,85,UMLS:C0424000_feeling suicidal
1473,UMLS:C0024713_manic  disorder,85,UMLS:C0948786_blanch
1474,UMLS:C0024713_manic  disorder,85,UMLS:C0233762_hallucinations auditory
1475,UMLS:C0024713_manic  disorder,85,UMLS:C0233763_hallucinations visual
1476,UMLS:C0024713_manic  disorder,85,UMLS:C0233492_elation
1477,UMLS:C0024713_manic  disorder,85,UMLS:C0424068_verbal auditory hallucinations
1478,UMLS:C0024713_manic  disorder,85,UMLS:C0150041_feeling hopeless
1479,UMLS:C0024713_manic  disorder,85,UMLS:C1299586_difficulty
1480,UMLS:C0024713_manic  disorder,85,UMLS:C0231187_decompensation
1481,UMLS:C0024713_manic  disorder,85,UMLS:C0558089_verbally abusive behavior
1482,UMLS:C0024713_manic  disorder,85,UMLS:C0438696_suicidal
1483,UMLS:C0024713_manic  disorder,85,UMLS:C0424000_feeling suicidal
1484,UMLS:C0031212_personality  disorder,84,UMLS:C0028084_nightmare
1485,UMLS:C0031212_personality  disorder,84,UMLS:C0150041_feeling hopeless
1486,UMLS:C0031212_personality  disorder,84,UMLS:C0558141_transsexual
1487,UMLS:C0031212_personality  disorder,84,UMLS:C0233762_hallucinations auditory
1488,UMLS:C0031212_personality  disorder,84,UMLS:C0022107_irritable mood
1489,UMLS:C0031212_personality  disorder,84,UMLS:C0917801_sleeplessness
1490,UMLS:C0031212_personality  disorder,84,UMLS:C0085631_agitation
1491,UMLS:C0031212_personality  disorder,84,UMLS:C0424109_weepiness
1492,UMLS:C0031212_personality  disorder,84,UMLS:C0344315_mood depressed
1493,UMLS:C0031212_personality  disorder,84,UMLS:C1384489_scratch marks
1494,UMLS:C0031212_personality  disorder,84,UMLS:C0027498_nausea and vomiting
1495,UMLS:C0031212_personality  disorder,84,UMLS:C0277794_extreme exhaustion
1496,UMLS:C0031212_personality  disorder,84,UMLS:C0748706_side pain
1497,UMLS:C0031212_personality  disorder,84,UMLS:C0233481_worry
1498,UMLS:C0031212_personality  disorder,84,UMLS:C0014394_enuresis
1499,UMLS:C0031212_personality  disorder,84,UMLS:C0237154_homelessness
1500,UMLS:C0031212_personality  disorder,84,UMLS:C0027769_nervousness
1501,UMLS:C0031212_personality  disorder,84,UMLS:C0003962_ascites
1502,UMLS:C0031212_personality  disorder,84,UMLS:C0033774_pruritus
1503,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0577559_mass of body structure
1504,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0038002_splenomegaly
1505,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0221198_lesion
1506,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0030552_paresis
1507,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C1269955_tumor cell invasion
1508,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0848277_room spinning
1509,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0019080_haemorrhage
1510,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0205400_thicken
1511,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0085632_indifferent mood
1512,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0006625_cachexia
1513,UMLS:C0019204_primary  carcinoma of the liver cells,82,"UMLS:C0020672_hypothermia, natural"
1514,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0000737_pain abdominal
1515,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0019209_hepatomegaly
1516,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0744727_hematocrit decreased
1517,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0085628_stupor
1518,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0043096_decreased body weight
1519,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0392680_shortness of breath
1520,UMLS:C0019204_primary  carcinoma of the liver cells,82,UMLS:C0010200_cough
1521,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0474395_behavior showing increased motor activity
1522,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0241158_scar tissue
1523,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0231807_dyspnea on exertion
1524,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0520966_coordination abnormal
1525,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0231528_myalgia
1526,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0020440_hypercapnia
1527,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0392162_clammy skin
1528,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0557075_has religious belief
1529,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0848277_room spinning
1530,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0859032_moan
1531,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0028081_night sweat
1532,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0006625_cachexia
1533,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0436331_symptom aggravating factors
1534,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0013404_dyspnea
1535,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0034642_rale
1536,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0016382_flushing
1537,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0221150_painful swallowing
1538,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0003862_arthralgia
1539,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0008301_choke
1540,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0232726_tenesmus
1541,UMLS:C0034067_emphysema  pulmonary,80,UMLS:C0009806_constipation
1542,UMLS:C0019112_hemorrhoids,80,UMLS:C0019080_haemorrhage
1543,UMLS:C0019112_hemorrhoids,80,UMLS:C0232695_bowel sounds decreased
1544,UMLS:C0019112_hemorrhoids,80,UMLS:C0278014_decreased stool caliber
1545,UMLS:C0019112_hemorrhoids,80,UMLS:C0027498_nausea and vomiting
1546,UMLS:C0019112_hemorrhoids,80,UMLS:C0020175_hunger
1547,UMLS:C0019112_hemorrhoids,80,UMLS:C0011991_diarrhea
1548,UMLS:C0019112_hemorrhoids,80,UMLS:C0012833_dizziness
1549,UMLS:C0019112_hemorrhoids,80,UMLS:C0020625_hyponatremia
1550,UMLS:C0019112_hemorrhoids,80,UMLS:C0009024_clonus
1551,UMLS:C0019112_hemorrhoids,80,UMLS:C0030193_pain
1552,UMLS:C0019112_hemorrhoids,80,UMLS:C1321756_achalasia
1553,UMLS:C0019112_hemorrhoids,80,UMLS:C0085624_burning sensation
1554,UMLS:C0019112_hemorrhoids,80,UMLS:C0744492_guaiac positive
1555,UMLS:C0019112_hemorrhoids,80,UMLS:C0239832_numbness of hand
1556,UMLS:C0019112_hemorrhoids,80,UMLS:C0043144_wheezing
1557,UMLS:C0019112_hemorrhoids,80,UMLS:C0010200_cough
1558,UMLS:C0006266_spasm  bronchial,76,UMLS:C0392680_shortness of breath
1559,UMLS:C0006266_spasm  bronchial,76,UMLS:C0241158_scar tissue
1560,UMLS:C0006266_spasm  bronchial,76,UMLS:C0277797_apyrexial
1561,UMLS:C0006266_spasm  bronchial,76,UMLS:C0262581_no known drug allergies
1562,UMLS:C0006266_spasm  bronchial,76,UMLS:C0030193_pain
1563,UMLS:C0006266_spasm  bronchial,76,UMLS:C0239134_productive cough
1564,UMLS:C0006266_spasm  bronchial,76,UMLS:C0242429_throat sore
1565,UMLS:C0006266_spasm  bronchial,76,UMLS:C0013404_dyspnea
1566,UMLS:C0006266_spasm  bronchial,76,UMLS:C0232292_chest tightness
1567,UMLS:C0006266_spasm  bronchial,76,UMLS:C0700292_hypoxemia
1568,UMLS:C0006266_spasm  bronchial,76,UMLS:C0231835_tachypnea
1569,UMLS:C0006266_spasm  bronchial,76,UMLS:C0234215_sensory discomfort
1570,UMLS:C0006266_spasm  bronchial,76,UMLS:C0015967_fever
1571,UMLS:C0006266_spasm  bronchial,76,UMLS:C0042963_vomiting
1572,UMLS:C0006266_spasm  bronchial,76,UMLS:C0035508_rhonchus
1573,UMLS:C0006266_spasm  bronchial,76,UMLS:C0018991_hemiplegia
1574,UMLS:C0006266_spasm  bronchial,76,UMLS:C0231890_fremitus
1575,UMLS:C0003537_aphasia,76,UMLS:C0009024_clonus
1576,UMLS:C0003537_aphasia,76,UMLS:C0231872_egophony
1577,UMLS:C0003537_aphasia,76,UMLS:C0427055_facial paresis
1578,UMLS:C0003537_aphasia,76,UMLS:C0221470_aphagia
1579,UMLS:C0003537_aphasia,76,UMLS:C0231530_muscle twitch
1580,UMLS:C0003537_aphasia,76,UMLS:C0522224_paralyse
1581,UMLS:C0003537_aphasia,76,UMLS:C0024031_low back pain
1582,UMLS:C0003537_aphasia,76,UMLS:C0277823_charleyhorse
1583,UMLS:C0028756_obesity  morbid,76,UMLS:C0848168_out of breath
1584,UMLS:C0028756_obesity  morbid,76,UMLS:C0205254_sedentary
1585,UMLS:C0028756_obesity  morbid,76,UMLS:C0002962_angina pectoris
1586,UMLS:C0028756_obesity  morbid,76,UMLS:C0010200_cough
1587,UMLS:C0028756_obesity  morbid,76,UMLS:C0847488_unhappy
1588,UMLS:C0028756_obesity  morbid,76,UMLS:C0553668_labored breathing
1589,UMLS:C0028756_obesity  morbid,76,"UMLS:C0020672_hypothermia, natural"
1590,UMLS:C0028756_obesity  morbid,76,UMLS:C0013404_dyspnea
1591,UMLS:C0028756_obesity  morbid,76,UMLS:C0744727_hematocrit decreased
1592,UMLS:C0028756_obesity  morbid,76,UMLS:C0043144_wheezing
1593,UMLS:C0028756_obesity  morbid,76,UMLS:C0700292_hypoxemia
1594,UMLS:C0028756_obesity  morbid,76,UMLS:C0235634_renal angle tenderness
1595,UMLS:C0028756_obesity  morbid,76,UMLS:C0424749_feels hot/feverish
1596,UMLS:C0034186_pyelonephritis,74,UMLS:C0015967_fever
1597,UMLS:C0034186_pyelonephritis,74,UMLS:C0030193_pain
1598,UMLS:C0034186_pyelonephritis,74,UMLS:C0085606_urgency of micturition
1599,UMLS:C0034186_pyelonephritis,74,UMLS:C0018965_hematuria
1600,UMLS:C0034186_pyelonephritis,74,UMLS:C0042963_vomiting
1601,UMLS:C0034186_pyelonephritis,74,UMLS:C0085593_chill
1602,UMLS:C0034186_pyelonephritis,74,UMLS:C0011991_diarrhea
1603,UMLS:C0034186_pyelonephritis,74,UMLS:C0027497_nausea
1604,UMLS:C0034186_pyelonephritis,74,UMLS:C0000737_pain abdominal
1605,UMLS:C0034186_pyelonephritis,74,UMLS:C0231528_myalgia
1606,UMLS:C0034186_pyelonephritis,74,UMLS:C0015967_fever
1607,UMLS:C0034186_pyelonephritis,74,UMLS:C0085593_chill
1608,UMLS:C0014118_endocarditis,71,UMLS:C0008033_pleuritic pain
1609,UMLS:C0014118_endocarditis,71,UMLS:C0205400_thicken
1610,UMLS:C0014118_endocarditis,71,UMLS:C0231528_myalgia
1611,UMLS:C0014118_endocarditis,71,UMLS:C0277797_apyrexial
1612,UMLS:C0014118_endocarditis,71,UMLS:C0028081_night sweat
1613,UMLS:C0014118_endocarditis,71,UMLS:C1517205_flare
1614,UMLS:C0014118_endocarditis,71,UMLS:C0392680_shortness of breath
1615,UMLS:C0014118_endocarditis,71,UMLS:C0085619_orthopnea
1616,UMLS:C0014118_endocarditis,71,UMLS:C0549483_abscess bacterial
1617,UMLS:C0014118_endocarditis,71,UMLS:C0020649_hypotension
1618,UMLS:C0014118_endocarditis,71,UMLS:C0010200_cough
1619,UMLS:C0014118_endocarditis,71,UMLS:C1513183_metastatic lesion
1620,UMLS:C0014118_endocarditis,71,UMLS:C0238844_breath sounds decreased
1621,UMLS:C0014118_endocarditis,71,UMLS:C0043096_decreased body weight
1622,UMLS:C0014118_endocarditis,71,UMLS:C0043096_decreased body weight
1623,UMLS:C0014118_endocarditis,71,UMLS:C0232118_pulsus paradoxus
1624,UMLS:C0014118_endocarditis,71,UMLS:C0086439_hypokinesia
1625,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0232267_pericardial friction rub
1626,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0013404_dyspnea
1627,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0392680_shortness of breath
1628,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0578150_hemodynamically stable
1629,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0018800_cardiomegaly
1630,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0020649_hypotension
1631,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0241235_sputum purulent
1632,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0427055_facial paresis
1633,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0030193_pain
1634,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0028961_oliguria
1635,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0312422_blackout
1636,UMLS:C0031039_effusion  pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0728899_intoxication
1637,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0040822_tremor
1638,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0233762_hallucinations auditory
1639,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0438696_suicidal
1640,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0424337_hoard
1641,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0022107_irritable mood
1642,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0150041_feeling hopeless
1643,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0424000_feeling suicidal
1644,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0233647_neologism
1645,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0036572_seizure
1646,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0237154_homelessness
1647,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0917801_sleeplessness
1648,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0041657_unconscious state
1649,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0030318_panic
1650,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0238844_breath sounds decreased
1651,UMLS:C0001973_chronic  alcoholic intoxication,70,UMLS:C0392680_shortness of breath
1652,UMLS:C0032326_pneumothorax,68,UMLS:C0013404_dyspnea
1653,UMLS:C0032326_pneumothorax,68,UMLS:C0425560_cardiovascular  finding^UMLS:C1320716_cardiovascular event
1654,UMLS:C0032326_pneumothorax,68,UMLS:C0019079_haemoptysis
1655,UMLS:C0032326_pneumothorax,68,UMLS:C0010200_cough
1656,UMLS:C0032326_pneumothorax,68,UMLS:C0020440_hypercapnia
1657,UMLS:C0032326_pneumothorax,68,UMLS:C0037580_soft tissue swelling
1658,UMLS:C0032326_pneumothorax,68,UMLS:C0242453_prostatism
1659,UMLS:C0032326_pneumothorax,68,UMLS:C0085631_agitation
1660,UMLS:C0011206_delirium,68,UMLS:C1273573_unsteady gait
1661,UMLS:C0011206_delirium,68,UMLS:C0424092_withdraw
1662,UMLS:C0011206_delirium,68,UMLS:C0020625_hyponatremia
1663,UMLS:C0011206_delirium,68,UMLS:C0558089_verbally abusive behavior
1664,UMLS:C0011206_delirium,68,UMLS:C0424000_feeling suicidal
1665,UMLS:C0011206_delirium,68,UMLS:C0241526_unresponsiveness
1666,UMLS:C0011206_delirium,68,UMLS:C0233481_worry
1667,UMLS:C0011206_delirium,68,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
1668,UMLS:C0011206_delirium,68,UMLS:C0233762_hallucinations auditory
1669,UMLS:C0011206_delirium,68,UMLS:C0438696_suicidal
1670,UMLS:C0011206_delirium,68,UMLS:C0015967_fever
1671,UMLS:C0011206_delirium,68,UMLS:C0011991_diarrhea
1672,UMLS:C0027947_neutropenia,68,UMLS:C1096646_transaminitis
1673,UMLS:C0027947_neutropenia,68,UMLS:C0038002_splenomegaly
1674,UMLS:C0027947_neutropenia,68,UMLS:C0028081_night sweat
1675,UMLS:C0027947_neutropenia,68,UMLS:C0277797_apyrexial
1676,UMLS:C0027947_neutropenia,68,UMLS:C0221198_lesion
1677,UMLS:C0027947_neutropenia,68,UMLS:C1260880_snuffle
1678,UMLS:C0027947_neutropenia,68,UMLS:C0085593_chill
1679,UMLS:C0027947_neutropenia,68,UMLS:C0010200_cough
1680,UMLS:C0027947_neutropenia,68,UMLS:C0746619_monoclonal
1681,UMLS:C0027947_neutropenia,68,UMLS:C0020598_hypocalcemia result
1682,UMLS:C0027947_neutropenia,68,UMLS:C0028961_oliguria
1683,UMLS:C0027947_neutropenia,68,UMLS:C0427629_rhd positive
1684,UMLS:C0027947_neutropenia,68,UMLS:C0476273_distress respiratory
1685,UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0010520_cyanosis
1686,UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0231835_tachypnea
1687,UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0233070_para 1
1688,UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0428977_bradycardia
